    lat    lon     lam1     lam2     lam3    V1_Up     V1_E     V1_N    V2_Up     V2_E     V2_N    V3_Up     V3_E     V3_N
   55.0  -10.0   3.7895  1.46704  0.17858  0.09755  0.24092  0.96563  0.19217 -0.95656  0.21924  0.97650  0.16418 -0.13961
   55.0 -100.0   16.355  0.49780  0.12213 -0.02183 -0.62298 -0.78194  0.54365  0.64898 -0.53223  0.83903 -0.43672  0.32451
   55.0 -105.0    22.91  0.44310  0.09665  0.04922 -0.51554 -0.85545  0.92330 -0.30315  0.23582 -0.38090 -0.80145  0.46108
   55.0 -110.0   7.5826  0.62323  0.21036  0.02299 -0.38662 -0.92195  0.72561 -0.62793  0.28142 -0.68772 -0.67545  0.26610
   55.0 -115.0   4.2452  0.85408  0.27521  0.16895 -0.20397 -0.96429  0.74045 -0.61947  0.26076 -0.65053 -0.75806  0.04637
   55.0 -120.0   3.5432  0.85508  0.32681  0.02119 -0.00084 -0.99978  0.26802 -0.96339  0.00649  0.96318  0.26809  0.02019
   55.0 -125.0   2.4817  1.22444  0.32750  0.02727  0.14770 -0.98866  0.23558 -0.96212 -0.13724  0.97147  0.22917  0.06103
   55.0 -130.0   2.0456  1.36457  0.35477  0.04841 -0.36303  0.93052  0.21884 -0.90512 -0.36451  0.97456  0.22128  0.03563
   55.0 -135.0   1.7792  1.41243  0.39427  0.12592 -0.56408  0.81606 -0.20925  0.78900  0.57766 -0.96972 -0.24350 -0.01869
   55.0 -140.0   1.6029  1.41733  0.43574  0.13326 -0.54358  0.82871 -0.20584  0.80276  0.55965 -0.96947 -0.24516 -0.00491
   55.0 -145.0    1.487  1.40549  0.47375  0.05946 -0.26942  0.96119  0.19535 -0.94113 -0.27588  0.97893  0.20417 -0.00333
   55.0  -15.0   2.6706  1.74441  0.21354  0.10872  0.27467  0.95537  0.24211 -0.93945  0.24254 -0.96414 -0.20494  0.16863
   55.0 -150.0   1.4636  1.35581  0.49925  0.01718 -0.22309 -0.97465 -0.17524  0.95903 -0.22260 -0.98438 -0.17462  0.02262
   55.0 -155.0   1.4859  1.29542  0.51523  0.03848 -0.35127 -0.93548  0.16010 -0.92191  0.35276  0.98635  0.16335 -0.02076
   55.0 -160.0    1.586  1.26927  0.49269  0.04154 -0.33734 -0.94047  0.12360 -0.93231  0.33988  0.99146  0.13036 -0.00297
   55.0 -165.0   1.6702  1.22592  0.48475  0.06336 -0.26860 -0.96117  0.06880 -0.95963  0.27271  0.99562  0.08340  0.04232
   55.0 -170.0   1.6205  1.17347  0.52192  0.07769 -0.20196 -0.97631  0.01340 -0.97897  0.20358  0.99689  0.02890  0.07335
   55.0 -175.0   1.5667  1.14136  0.55503  0.05538 -0.14823 -0.98740  0.01133 -0.98876  0.14907  0.99840  0.01944  0.05308
   55.0  -20.0   2.2443  1.80275  0.24574  0.03273  0.30818  0.95077  0.27878 -0.91634  0.28742 -0.95980 -0.25564  0.11590
   55.0  -25.0   2.1021  1.85842  0.25404 -0.00737  0.23002  0.97316  0.27891 -0.93409  0.22290 -0.96029 -0.27307  0.05727
   55.0  -30.0   1.9556  1.90178  0.26596  0.02123 -0.11069  0.99363  0.22996 -0.96666 -0.11260 -0.97297 -0.23089 -0.00493
   55.0  -35.0   1.9239  1.76486  0.29158  0.20888 -0.97051  0.12030 -0.04952  0.11236  0.99243 -0.97669 -0.21326 -0.02459
   55.0  -40.0   1.8694  1.57897  0.33601  0.20292 -0.97919 -0.00402 -0.04032 -0.01246  0.99911 -0.97836 -0.20258 -0.04201
   55.0  -45.0   1.7845  1.43600  0.38720  0.23293 -0.96910 -0.08117 -0.05986 -0.09759  0.99342 -0.97065 -0.22654 -0.08074
   55.0   -5.0   7.4254  0.76952  0.17425  0.00547  0.29307  0.95608  0.28727 -0.91625  0.27922  0.95783  0.27313 -0.08921
   55.0  -50.0   1.6602  1.33021  0.44908  0.24091 -0.96293 -0.12135  0.11279  0.15196 -0.98193  0.96397  0.22287  0.14522
   55.0  -55.0   1.5664  1.27517  0.49678 -0.26905  0.95954  0.08303 -0.10167 -0.11402  0.98826  0.95775  0.25745  0.12824
   55.0  -60.0   1.5257  1.23920  0.52548  0.24767 -0.96182 -0.11644 -0.12992 -0.15207  0.97979  0.96009  0.22754  0.16262
   55.0  -65.0   1.6177  1.22763  0.49997  0.20479 -0.96986 -0.13205 -0.15305 -0.16498  0.97435  0.96677  0.17933  0.18222
   55.0  -70.0   1.5677  1.20451  0.52628  0.12109 -0.96516 -0.23194 -0.23255 -0.25474  0.93863  0.96502  0.05972  0.25529
   55.0  -75.0   1.6775  1.12465  0.52683 -0.16147  0.90973  0.38252  0.21610  0.41079 -0.88575  0.96293  0.06036  0.26293
   55.0  -80.0   1.8152  1.10593  0.49522 -0.11231  0.86774  0.48417  0.29765  0.49426 -0.81677  0.94805 -0.05239  0.31379
   55.0  -85.0   2.1257  1.11387  0.41980  0.10941 -0.80515 -0.58290 -0.34785 -0.58035  0.73634  0.93114 -0.12220  0.34357
   55.0  -90.0   2.7842  1.13069  0.31603  0.04976 -0.75626 -0.65237 -0.33720 -0.62755  0.70177  0.94012 -0.18506  0.28624
   55.0  -95.0   4.8882  1.04335  0.19470  0.02475 -0.66753 -0.74417  0.29899  0.71527 -0.63166  0.95393 -0.20687  0.21729
   55.0    0.0   36.178  0.95679  0.02884 -0.00779 -0.48178 -0.87626 -0.97702 -0.18298  0.10929  0.21299 -0.85697  0.46929
   55.0   10.0    4.272  0.96929  0.24124 -0.11555 -0.61174 -0.78258 -0.37621 -0.70221  0.60446  0.91930 -0.36426  0.14900
   55.0  100.0   1.8292  1.11776  0.48617  0.15551  0.78418 -0.60073  0.17426  0.57681  0.79807  0.97234 -0.22879 -0.04695
   55.0  105.0   1.7311  1.12451  0.50985  0.13971  0.72059 -0.67914 -0.16689 -0.65892 -0.73347  0.97603 -0.21582 -0.02820
   55.0  110.0   1.7162  1.13690  0.50910 -0.11005 -0.64401  0.75706  0.18423  0.73527  0.65226  0.97670 -0.21125 -0.03773
   55.0  115.0    1.699  1.15249  0.50702 -0.09413 -0.59150  0.80079  0.19665  0.77747  0.59739  0.97595 -0.21370 -0.04314
   55.0  120.0    1.741  1.17667  0.48453 -0.05736 -0.53524  0.84275  0.19802  0.82127  0.53507  0.97852 -0.19758 -0.05888
   55.0  125.0   1.7143  1.16784  0.49569 -0.07646 -0.47148  0.87855  0.13769  0.86770  0.47764  0.98752 -0.15748  0.00143
   55.0  130.0   1.6381  1.16996  0.51751 -0.07900 -0.42236  0.90298  0.12343  0.89469  0.42929  0.98920 -0.14537  0.01855
   55.0  135.0   1.5744  1.14112  0.55221 -0.09295 -0.34411  0.93432  0.07496  0.93330  0.35119  0.99284 -0.10268  0.06096
   55.0  140.0   1.5418  1.12989  0.56923 -0.07044 -0.27390  0.95917  0.06430  0.95832  0.27838  0.99544 -0.08128  0.04989
   55.0  145.0   1.5363  1.10240  0.58555 -0.05601 -0.18499  0.98114  0.01961 -0.98270 -0.18417 -0.99824 -0.00892 -0.05867
   55.0   15.0   3.3395  1.07949  0.27662 -0.03809 -0.57440 -0.81769 -0.30676 -0.77205  0.55663  0.95102 -0.27204  0.14680
   55.0  150.0   1.6173  1.12181  0.54657 -0.01663 -0.12431  0.99210  0.00694 -0.99223 -0.12421 -0.99984 -0.00482 -0.01736
   55.0  155.0   1.6352  1.08993  0.55672  0.01793  0.07334 -0.99715 -0.01947 -0.99709 -0.07369 -0.99965  0.02074 -0.01645
   55.0  160.0   1.6722  1.11789  0.53108 -0.02204 -0.02312  0.99949  0.10684 -0.99406 -0.02064 -0.99403 -0.10633 -0.02438
   55.0  165.0   1.6625  1.12965  0.52855 -0.02144  0.01343  0.99968  0.06947 -0.99747  0.01489 -0.99735 -0.06976 -0.02045
   55.0  170.0    1.662  1.12244  0.53201 -0.02431  0.06437  0.99763  0.02780 -0.99750  0.06504 -0.99932 -0.02932 -0.02246
   55.0  175.0    1.668  1.13638  0.52354  0.00282 -0.09498 -0.99548  0.04965 -0.99424  0.09500  0.99876  0.04969 -0.00191
   55.0  180.0   1.6067  1.13618  0.54364  0.01229 -0.12044 -0.99264  0.03068 -0.99221  0.12076  0.99945  0.03194  0.00850
   55.0   20.0   2.4014  1.24764  0.33119 -0.02286 -0.59395 -0.80417 -0.33490 -0.75336  0.56594  0.94197 -0.28226  0.18169
   55.0   25.0   1.9607  1.38944  0.36344 -0.17743 -0.63611 -0.75092  0.38089  0.65917 -0.64839 -0.90744  0.40106 -0.12533
   55.0   30.0    2.105  1.21924  0.38705 -0.16526 -0.54358 -0.82293  0.27637  0.77545 -0.56772  0.94674 -0.32125  0.02208
   55.0   35.0   1.7057  1.30057  0.44758 -0.28661 -0.36499 -0.88580  0.38262  0.80404 -0.45510 -0.87833  0.46936  0.09079
   55.0   40.0   1.4947  1.26478  0.52511  0.06995 -0.09828  0.99270  0.26937  0.96003  0.07607  0.96049 -0.26208 -0.09363
   55.0   45.0   1.5361  1.04323  0.61875 -0.03996  0.48978 -0.87093  0.41438  0.80126  0.43159  0.90923 -0.34365 -0.23497
   55.0    5.0   7.3655  0.71126  0.18987 -0.13269 -0.58705 -0.79861 -0.53890 -0.63350  0.55521  0.83185 -0.50404  0.23230
   55.0   50.0   1.9447  0.85143  0.59925  0.26512 -0.54340  0.79651  0.65759  0.70605  0.26280  0.70518 -0.45410 -0.54453
   55.0   55.0   4.6762  0.80129  0.26526 -0.40534  0.51791 -0.75330  0.84822  0.52038 -0.09864  0.34092 -0.67895 -0.65024
   55.0   60.0    20.31  0.61135  0.07961 -0.40961  0.63223 -0.65765 -0.86088 -0.50640  0.04936  0.30182 -0.58638 -0.75171
   55.0   65.0   4.5524  0.75706  0.28740 -0.28707  0.68337 -0.67126  0.60025  0.67444  0.42991  0.74652 -0.27951 -0.60381
   55.0   70.0   3.3641  1.21920  0.24214 -0.31325  0.70098 -0.64071 -0.43185 -0.70602 -0.56129  0.84580 -0.10087 -0.52388
   55.0   75.0   3.4869  1.04505  0.27260 -0.09394  0.84553 -0.52559  0.32217  0.52534  0.78754  0.94201 -0.09535 -0.32175
   55.0   80.0   3.1326  1.05282  0.30074  0.01608  0.87667 -0.48082  0.19069  0.46937  0.86217  0.98152 -0.10555 -0.15962
   55.0   85.0   2.7787  1.09959  0.32406  0.07199  0.86606 -0.49472  0.11913  0.48499  0.86637  0.99027 -0.12131 -0.06826
   55.0   90.0   2.3602  1.13263  0.37125  0.10018  0.86012 -0.50015  0.11514  0.48928  0.86449  0.98828 -0.14420 -0.05002
   55.0   95.0   2.0347  1.12248  0.43552  0.14453  0.83328 -0.53362  0.14149  0.51634  0.84461  0.97933 -0.19757 -0.04327
    5.0  -10.0   11.308  0.86029  0.10227 -0.01995  0.75907 -0.65070 -0.17021  0.63875  0.75035  0.98521  0.12573  0.11646
    5.0 -100.0    2.269  1.04787  0.41736 -0.08666 -0.51376 -0.85355 -0.18645 -0.83327  0.52048 -0.97863  0.20425 -0.02358
    5.0 -105.0   2.7688  0.97038  0.36961 -0.04645 -0.26515 -0.96309 -0.31292 -0.91174  0.26611 -0.94864  0.31372 -0.04062
    5.0 -110.0   3.7611  0.85460  0.30882 -0.02940 -0.01063 -0.99951 -0.47856 -0.87774  0.02341 -0.87756  0.47902  0.02072
    5.0 -115.0   6.6209  0.62581  0.23962  0.03566 -0.15930  0.98659  0.71520  0.69359  0.08614 -0.69801  0.70253  0.13866
    5.0 -120.0    30.15  0.79364  0.04151 -0.13437  0.22885 -0.96414 -0.95226  0.23933  0.18952 -0.27412 -0.94358 -0.18577
    5.0 -125.0   6.5194  1.15227  0.13233  0.21972 -0.07992  0.97228 -0.11281 -0.99203 -0.05605 -0.96902  0.09737  0.22699
    5.0 -130.0   3.2145  1.63332  0.18935 -0.24718  0.18645 -0.95086  0.02813  0.98228  0.18530 -0.96856 -0.01906  0.24804
    5.0 -135.0   2.2816  1.77629  0.24522  0.22730  0.04472  0.97280 -0.07292  0.99692 -0.02879 -0.97109 -0.06439  0.22987
    5.0 -140.0   2.0668  1.71110  0.28095  0.13534  0.77754  0.61410  0.19328 -0.62861  0.75332  0.97176  0.01674 -0.23536
    5.0 -145.0   2.1999  1.50074  0.30090  0.09557  0.87027  0.48321  0.22815 -0.49166  0.84037  0.96893  0.02993 -0.24554
    5.0  -15.0   3.7373  2.26546  0.11732  0.26844 -0.69991 -0.66187  0.20821 -0.62869  0.74927  0.94052  0.33894  0.02304
    5.0 -150.0   2.4406  1.66680  0.24397 -0.12953  0.95559  0.26471  0.30789 -0.21500  0.92681  0.94256  0.20155 -0.26637
    5.0 -155.0   3.6026  1.48313  0.18600  0.14714 -0.95175 -0.26928 -0.36077  0.20185 -0.91055  0.92097  0.23113 -0.31367
    5.0 -160.0   5.4953  0.95817  0.18844  0.11332 -0.97653 -0.18315 -0.21011  0.15662 -0.96505 -0.97109 -0.14784  0.18743
    5.0 -165.0   5.3222  0.80319  0.23233  0.53013 -0.82825  0.18156 -0.36758 -0.41745 -0.83104 -0.76410 -0.37382  0.52575
    5.0 -170.0    7.093  0.52146  0.26838  0.44126 -0.89560  0.05655 -0.89683 -0.44232 -0.00719 -0.03145  0.04754  0.99837
    5.0 -175.0   16.995  0.76744  0.07623  0.35077 -0.91836  0.18322 -0.93601 -0.34990  0.03815 -0.02907  0.18487  0.98233
    5.0  -20.0   3.4322  1.64659  0.17552  0.07845  0.21245  0.97402  0.60732 -0.78499  0.12230  0.79057  0.58195 -0.19060
    5.0  -25.0   2.6199  0.86431  0.43831 -0.15602 -0.38871 -0.90806  0.81522 -0.56977  0.10383  0.55774  0.72406 -0.40578
    5.0  -30.0   2.0815  0.85979  0.55319 -0.09776 -0.76932 -0.63134  0.71592 -0.49502  0.49236 -0.69131 -0.40386  0.59916
    5.0  -35.0   11.109  1.02686  0.08637 -0.44553 -0.74324 -0.49909  0.89195 -0.41643 -0.17610 -0.07695 -0.52362  0.84847
    5.0  -40.0   4.0983  0.92537  0.26210 -0.37594 -0.75321 -0.53976 -0.82431  0.53792 -0.17652 -0.42330 -0.37857  0.82310
    5.0  -45.0   3.7619  0.84942  0.31046 -0.28679 -0.84025 -0.46013 -0.79256  0.47792 -0.37875 -0.53815 -0.25606  0.80301
    5.0   -5.0   7.1394  0.61641  0.22570 -0.19997  0.68993 -0.69570  0.15906  0.72348  0.67177 -0.96681 -0.02368  0.25442
    5.0  -50.0   2.7984  0.94706  0.37462 -0.15103 -0.91378 -0.37708  0.64397 -0.38036  0.66380 -0.74999 -0.14258  0.64590
    5.0  -55.0   2.7895  0.90362  0.39293 -0.07162 -0.93913 -0.33602  0.48595 -0.32705  0.81049 -0.87104 -0.10524  0.47980
    5.0  -60.0   2.6577  0.98021  0.38010  0.01530  0.94148  0.33672  0.36370 -0.31894  0.87522  0.93139  0.10908 -0.34730
    5.0  -65.0   2.3237  1.02973  0.41371  0.02980  0.94116  0.33665  0.20331 -0.33546  0.91985  0.97866  0.04103 -0.20135
    5.0  -70.0   1.8821  1.05989  0.49731 -0.01834 -0.93732 -0.34798  0.13096 -0.34729  0.92857 -0.99122 -0.02854  0.12912
    5.0  -75.0   1.9032  1.10047  0.47361 -0.00412 -0.91713 -0.39857  0.07962 -0.39761  0.91410 -0.99682 -0.02797  0.07466
    5.0  -80.0   1.6631  1.09127  0.54708  0.11332  0.87335  0.47374 -0.06191  0.48209 -0.87393  0.99163 -0.06970 -0.10870
    5.0  -85.0   1.6383  1.11669  0.54252  0.08082  0.85023  0.52018  0.07991 -0.52573  0.84689 -0.99352  0.02687  0.11043
    5.0  -90.0   1.6601  1.09111  0.54805 -0.14339 -0.78210 -0.60643 -0.01009  0.61388 -0.78933 -0.98962  0.10706  0.09591
    5.0  -95.0    1.902  1.08000  0.48296 -0.14852 -0.68121 -0.71686  0.07387  0.71523 -0.69497 -0.98615  0.15618  0.05590
    5.0    0.0    2.412  1.03368  0.39801 -0.02077 -0.76173  0.64757  0.51015  0.54897  0.66211 -0.85983  0.34411  0.37719
    5.0   10.0   2.7417  0.97063  0.37339  0.03150  0.52884 -0.84814  0.57311  0.68565  0.44881  0.81887 -0.50021 -0.28148
    5.0  100.0   2.1627  0.94495  0.48387  0.17588 -0.16237  0.97093  0.14182  0.98019  0.13823  0.97414 -0.11338 -0.19543
    5.0  105.0    2.144  0.93015  0.49743  0.12918 -0.20682  0.96981  0.12476 -0.96685 -0.22280  0.98374  0.14977 -0.09909
    5.0  110.0   2.4691  1.15254  0.34925 -0.08343  0.17085  0.98176 -0.12942 -0.97871  0.15932  0.98807 -0.11377  0.10377
    5.0  115.0   2.1559  1.05755  0.43444 -0.09398  0.64021  0.76243 -0.24507  0.72738 -0.64099  0.96494  0.24709 -0.08853
    5.0  120.0   1.6909  1.06605  0.55020  0.04189  0.86361  0.50241 -0.12807  0.50335 -0.85454  0.99088  0.02855 -0.13169
    5.0  125.0   1.5041  1.03312  0.63852 -0.03606  0.95338  0.29961  0.06763 -0.29679  0.95255  0.99706  0.05461 -0.05378
    5.0  130.0   1.7582  1.01658  0.55521  0.08507 -0.97687 -0.19617  0.07762 -0.18979  0.97875 -0.99335 -0.09849  0.05968
    5.0  135.0    2.117  0.96894  0.48387  0.11084 -0.97983 -0.16625  0.12627 -0.15204  0.98027 -0.98578 -0.12965  0.10687
    5.0  140.0    2.637  0.88525  0.42537 -0.10806  0.97536  0.19233  0.15072 -0.17515  0.97294  0.98265  0.13413 -0.12808
    5.0  145.0   3.2578  0.77420  0.39358 -0.11689  0.97095  0.20880  0.16441 -0.18842  0.96823  0.97944  0.14751 -0.13761
    5.0   15.0   4.3789  1.03691  0.21914  0.04272  0.27411 -0.96075 -0.46875 -0.84372 -0.26156  0.88230 -0.46153 -0.09245
    5.0  150.0   4.0437  0.65334  0.37582 -0.01782  0.97237  0.23276  0.16825 -0.22656  0.95936  0.98558  0.05626 -0.15956
    5.0  155.0   5.0551  0.58557  0.33560 -0.10835 -0.95309 -0.28264  0.59760 -0.28965  0.74765 -0.79444 -0.08790  0.60095
    5.0  160.0   8.9118  0.55507  0.20101 -0.25152 -0.90009 -0.35577 -0.95049  0.29902 -0.08456 -0.18249 -0.31689  0.93074
    5.0  165.0   18.846  1.15996  0.04514  0.60753  0.72438  0.32585  0.78672 -0.49222 -0.37255  0.10948 -0.48269  0.86892
    5.0  170.0   6.9118  0.56421  0.25530  0.68689  0.61831  0.38193  0.72655 -0.59680 -0.34051  0.01740  0.51139 -0.85917
    5.0  175.0   3.7631  1.02422  0.25790 -0.91617 -0.13864 -0.37605  0.11728 -0.98993  0.07922 -0.38325  0.02848  0.92321
    5.0  180.0   4.0836  2.00115  0.12179  0.31897 -0.91308  0.25406  0.92516  0.35816  0.12567  0.20574 -0.19496 -0.95899
    5.0   20.0   3.0057  0.97036  0.34014 -0.00042 -0.07958 -0.99683 -0.40838 -0.90991  0.07281 -0.91281  0.40711 -0.03211
    5.0   25.0   3.0995  0.77084  0.41592  0.01953  0.45316  0.89122 -0.38823 -0.81800  0.42444  0.92136 -0.35429  0.15995
    5.0   30.0   3.4728  0.75090  0.38118  0.00401  0.67969  0.73349 -0.26389 -0.70677  0.65638  0.96454 -0.19620  0.17653
    5.0   35.0   2.9001  0.80741  0.42419  0.09902  0.77512  0.62400 -0.12989 -0.61165  0.78039  0.98657 -0.15832  0.04011
    5.0   40.0   2.4889  0.88783  0.44936 -0.12145 -0.81519 -0.56632 -0.10207 -0.55727  0.82404 -0.98734  0.15788 -0.01553
    5.0   45.0     2.12  0.94841  0.49352  0.13398  0.83923  0.52702  0.01650 -0.53363  0.84556  0.99085 -0.10459 -0.08534
    5.0    5.0   2.3583  0.98013  0.42985 -0.07242  0.62756 -0.77519  0.40545  0.72864  0.55199  0.91124 -0.27432 -0.30721
    5.0   50.0   1.8749  1.00812  0.52449  0.13178  0.85575  0.50032  0.03700 -0.50862  0.86020  0.99059 -0.09484 -0.09869
    5.0   55.0   1.8522  1.06521  0.50250  0.12133  0.85653  0.50164  0.00825 -0.50623  0.86236  0.99258 -0.10049 -0.06848
    5.0   60.0   7.4026  1.39413  0.09737 -0.20654 -0.70899 -0.67430 -0.21648 -0.63897  0.73814 -0.95419  0.29842 -0.02151
    5.0   65.0   2.3951  2.15272  0.19190  0.32743  0.94397  0.04140 -0.05062  0.06127 -0.99684 -0.94352  0.32430  0.06785
    5.0   70.0   2.3702  1.75360  0.23951 -0.10724 -0.79718  0.59414 -0.07195 -0.58980 -0.80434  0.99163 -0.12901  0.00589
    5.0   75.0   2.6037  1.76044  0.21405 -0.19538 -0.53977  0.81882 -0.04153 -0.82961 -0.55679  0.97985 -0.14280  0.13967
    5.0   80.0   2.5123  1.79341  0.22125 -0.14443  0.07548  0.98663 -0.16994 -0.98416  0.05041  0.97481 -0.16038  0.15497
    5.0   85.0   2.2989  1.46831  0.29687  0.12806  0.30233  0.94456  0.19650  0.92579 -0.32296 -0.97211  0.22696  0.05915
    5.0   90.0   2.3269  1.42395  0.29909  0.08294 -0.02649  0.99620  0.21783  0.97596  0.00782 -0.97246  0.21635  0.08671
    5.0   95.0   2.5908  1.10516  0.34438  0.14460 -0.15163  0.97780  0.19894  0.97247  0.12138 -0.96929  0.17697  0.17078
   60.0  -10.0   2.4365  1.73355  0.23473  0.39070  0.23423  0.89022  0.22196 -0.96252  0.15584 -0.89336 -0.13670  0.42804
   60.0 -100.0   21.347  0.43174  0.10742  0.04280 -0.57235 -0.81889  0.73841 -0.53399  0.41182 -0.67299 -0.62231  0.39978
   60.0 -105.0    9.541  0.71136  0.14713  0.10047 -0.49329 -0.86404  0.59929 -0.66322  0.44832 -0.79421 -0.56285  0.22899
   60.0 -110.0   6.2435  0.78072  0.20273  0.14394 -0.38705 -0.91076  0.53087 -0.74650  0.40114 -0.83514 -0.54123  0.09802
   60.0 -115.0    4.311  0.87003  0.26446  0.09235 -0.24482 -0.96516  0.47617 -0.84043  0.25874 -0.87449 -0.48347  0.03896
   60.0 -120.0   3.2381  1.02104  0.30045  0.05295 -0.08199 -0.99523  0.34764 -0.93277  0.09534  0.93613  0.35103  0.02089
   60.0 -125.0   2.5513  1.19561  0.32414  0.04876  0.05898 -0.99707  0.30261 -0.95221 -0.04152  0.95187  0.29969  0.06428
   60.0 -130.0   2.1896  1.30164  0.34677 -0.00975 -0.19889  0.97997  0.28622 -0.93957 -0.18784  0.95811  0.27866  0.06608
   60.0 -135.0   1.9502  1.34605  0.37662  0.04646 -0.27935  0.95906  0.24469 -0.92767 -0.28206  0.96849  0.24778  0.02526
   60.0 -140.0   1.7972  1.36670  0.40321  0.03930 -0.24676  0.96828  0.22195 -0.94267 -0.24924  0.97427  0.22470  0.01773
   60.0 -145.0   1.6903  1.37211  0.42728  0.00931 -0.16188  0.98677  0.18223 -0.97001 -0.16086  0.98321  0.18131  0.02047
   60.0  -15.0   2.3189  1.85969  0.22982 -0.06550 -0.80663 -0.58741 -0.35765  0.56855 -0.74084  0.93156  0.16156 -0.32573
   60.0 -150.0   1.6266  1.36231  0.44744 -0.02249 -0.02978  0.99930 -0.14990  0.98836  0.02608  0.98845  0.14921  0.02669
   60.0 -155.0   1.5619  1.32632  0.47866 -0.05578  0.08807  0.99455 -0.13615  0.98613 -0.09496  0.98912  0.14070  0.04301
   60.0 -160.0   1.5113  1.27517  0.51470 -0.07695  0.13238  0.98821 -0.10694  0.98433 -0.14019  0.99128  0.11647  0.06159
   60.0 -165.0   1.4733  1.23459  0.54556 -0.08947  0.11517  0.98931 -0.09833  0.98742 -0.12384  0.99112  0.10836  0.07702
   60.0 -170.0   1.4878  1.18302  0.56374 -0.08573  0.04075  0.99548 -0.08425  0.99529 -0.04800  0.99275  0.08799  0.08189
   60.0 -175.0   1.5383  1.16554  0.55361 -0.03703  0.07624  0.99640  0.07832 -0.99380  0.07895  0.99624  0.08097  0.03083
   60.0  -20.0   2.4094  1.72658  0.23853  0.04778 -0.89326 -0.44700 -0.31139  0.41189 -0.85638  0.94908  0.18011 -0.25847
   60.0  -25.0    2.395  1.65546  0.25034  0.10127 -0.89673 -0.43084 -0.25199  0.39582 -0.88308  0.96242  0.19799 -0.18588
   60.0  -30.0   2.3329  1.57836  0.26948  0.12676 -0.90763 -0.40017 -0.18950  0.37384 -0.90793  0.97366  0.19093 -0.12461
   60.0  -35.0   2.2618  1.48451  0.29533  0.14852 -0.91996 -0.36280  0.12583 -0.34630  0.92965 -0.98087 -0.18372  0.06433
   60.0  -40.0    2.162  1.36706  0.33523  0.15691 -0.92624 -0.34273  0.07412 -0.33500  0.93930 -0.98483 -0.17279  0.01609
   60.0  -45.0   2.0537  1.27901  0.37733  0.20422 -0.91115 -0.35792  0.06086 -0.35310  0.93361 -0.97703 -0.21244 -0.01666
   60.0   -5.0   3.3486  1.21213  0.24434 -0.56520 -0.14871 -0.81144  0.30382 -0.95201 -0.03715 -0.76697 -0.26753  0.58325
   60.0  -50.0     1.92  1.20970  0.42720  0.21144 -0.88541 -0.41393  0.05721 -0.41157  0.90958 -0.97572 -0.21600 -0.03637
   60.0  -55.0   1.8809  1.18862  0.44414 -0.21681  0.83792  0.50088 -0.03228  0.50665 -0.86155 -0.97568 -0.20296 -0.08280
   60.0  -60.0   1.8667  1.15117  0.46188  0.23443 -0.79582 -0.55832 -0.01097 -0.57645  0.81706  0.97207  0.18541  0.14387
   60.0  -65.0   1.9205  1.13022  0.45773 -0.19778  0.76449  0.61354  0.08049  0.63646 -0.76710  0.97694  0.10233  0.18741
   60.0  -70.0    2.098  1.06276  0.44601 -0.16951  0.77231  0.61221  0.11849  0.63266 -0.76531  0.97838  0.05719  0.19876
   60.0  -75.0    2.308  1.10076  0.39162 -0.11201  0.77895  0.61700  0.27999  0.62049 -0.73253  0.95345 -0.09070  0.28760
   60.0  -80.0   2.9815  1.04501  0.31996  0.10318 -0.75739 -0.64476 -0.29314 -0.64258  0.70792  0.95049 -0.11596  0.28832
   60.0  -85.0   3.8529  1.09312  0.23730  0.01226 -0.74593 -0.66591  0.40408  0.61286 -0.67906  0.91464 -0.26076  0.30893
   60.0  -90.0   12.196  0.70846  0.11452  0.11936 -0.62967 -0.76764  0.24885  0.76746 -0.59083  0.96116 -0.12051  0.24830
   60.0  -95.0     60.8  1.32747  0.01244 -0.08727  0.60742  0.78957  0.83409  0.47792 -0.27548 -0.54468  0.63453 -0.54836
   60.0    0.0   5.9352  0.89596  0.18590  0.67977  0.29403  0.67191  0.63041 -0.70243 -0.33041  0.37482  0.64818 -0.66285
   60.0   10.0   8.1642  0.53583  0.22778 -0.24517 -0.68558 -0.68547 -0.66901 -0.39208  0.63142  0.70165 -0.61339  0.36254
   60.0  100.0   1.8395  1.20484  0.44795 -0.15657 -0.76009  0.63067  0.15479  0.61177  0.77574  0.97546 -0.21908 -0.02187
   60.0  105.0   1.8342  1.20116  0.45088 -0.13309 -0.69670  0.70491  0.17168  0.68428  0.70872  0.97612 -0.21535 -0.02854
   60.0  110.0   1.9106  1.21270  0.42807 -0.10057 -0.62148  0.77695  0.17299  0.75809  0.62878  0.97978 -0.19764 -0.03127
   60.0  115.0   1.9255  1.18935  0.43345  0.10398  0.55137 -0.82776 -0.12997 -0.81760 -0.56093  0.98605 -0.16591  0.01336
   60.0  120.0   1.8284  1.17970  0.46006  0.11259  0.51070 -0.85235 -0.10441 -0.84698 -0.52127  0.98814 -0.14768  0.04204
   60.0  125.0    1.722  1.17085  0.49240 -0.13047 -0.46634  0.87493  0.09307  0.87282  0.47909  0.98708 -0.14393  0.07047
   60.0  130.0   1.6369  1.14349  0.53027 -0.14468 -0.40666  0.90205  0.07150  0.90496  0.41944  0.98689 -0.12518  0.10185
   60.0  135.0   1.6067  1.13832  0.54255 -0.11178 -0.35862  0.92677  0.08805  0.92537  0.36870  0.98983 -0.12281  0.07186
